policy_id,policy_vrsn_no,customer_id,initial_start_date,start_date,end_date,next_renewal_date,cancellation_date,policy_status,premium_frequency,premium_amount,product,lob,coverages
43475648404,0001,215779507,2021-04-24,2021-04-24,2022-04-24,2022-04-24,,Inactive,12,1192.16,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3120,3144,3152"
43475648404,0002,215779507,2021-04-24,2022-04-24,2023-04-24,2023-04-24,,Inactive,12,587.65,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3144"
43475648404,0003,215779507,2021-04-24,2023-04-24,2024-04-24,2024-04-24,,Inactive,12,1617.06,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3120"
43475648404,0004,215779507,2021-04-24,2024-04-24,2025-04-24,2025-04-24,,Inactive,12,1263.75,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111"
83230565138,0001,641506947,2019-08-24,2019-08-24,2020-08-24,2020-08-24,,Inactive,12,361.17,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2134,2163"
83230565138,0002,641506947,2019-08-24,2020-08-24,2021-08-24,2021-08-24,,Inactive,6,821.60,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2110,2122,2140"
83230565138,0003,641506947,2019-08-24,2021-08-24,2022-08-24,2022-08-24,,Inactive,3,340.69,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2134"
83230565138,0004,641506947,2019-08-24,2022-08-24,2023-08-24,2023-08-24,,Inactive,12,642.27,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2110"
45833497682,0001,807098071,2022-08-06,2022-08-06,2023-08-06,2023-08-06,,Inactive,12,495.41,ΕΚΑΤΑ,ΠΥΡΟΣ,"1102,1133,1162"
45833497682,0002,807098071,2022-08-06,2023-08-06,2024-08-06,2024-08-06,,Inactive,6,1676.14,ΕΚΑΤΑ,ΠΥΡΟΣ,"1121,1145,1162"
45833497682,0003,807098071,2022-08-06,2024-08-06,2025-08-06,2025-08-06,,Inactive,12,1263.45,ΕΚΑΤΑ,ΠΥΡΟΣ,"1104,1145"
45833497682,0004,807098071,2022-08-06,2025-08-06,2026-08-06,2026-08-06,,Inactive,12,1086.71,ΕΚΑΤΑ,ΠΥΡΟΣ,"1150,1162"
45833497682,0005,807098071,2022-08-06,2026-08-06,2027-08-06,2027-08-06,,Active,1,600.81,ΕΚΑΤΑ,ΠΥΡΟΣ,"1121,1133"
49008697577,0001,156400645,2021-11-07,2021-11-07,2022-11-07,2022-11-07,,Inactive,1,1590.33,ΕΚΑΤΑ,ΠΥΡΟΣ,"1102,1104,1145,1150"
49008697577,0002,156400645,2021-11-07,2022-11-07,2023-11-07,2023-11-07,,Inactive,3,567.25,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1102,1110,1145"
71068805595,0001,454779870,2019-12-14,2019-12-14,2020-12-14,2020-12-14,,Inactive,12,176.68,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111,3120,3160"
71068805595,0002,454779870,2019-12-14,2020-12-14,2021-12-14,2021-12-14,2021-12-14,Inactive,12,546.05,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3133"
18771085046,0001,875577593,2024-08-17,2024-08-17,2025-08-17,2025-08-17,,Inactive,1,277.21,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3120,3133"
39197211885,0001,357023590,2025-05-03,2025-05-03,2026-05-03,2026-05-03,,Active,12,270.76,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2122,2163"
74399551167,0001,176687020,2022-11-18,2022-11-18,2023-11-18,2023-11-18,,Inactive,1,193.81,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120,3144,3152"
74399551167,0002,176687020,2022-11-18,2023-11-18,2024-11-18,2024-11-18,,Inactive,12,319.19,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3133,3144"
74399551167,0003,176687020,2022-11-18,2024-11-18,2025-11-18,2025-11-18,,Inactive,12,187.76,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133,3144,3152"
74399551167,0004,176687020,2022-11-18,2025-11-18,2026-11-18,2026-11-18,,Active,3,134.39,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3111,3152"
26540609401,0001,225132643,2023-01-22,2023-01-22,2024-01-22,2024-01-22,,Inactive,1,689.20,ΕΙΔΙΩΤ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2122,2151"
26540609401,0002,225132643,2023-01-22,2024-01-22,2025-01-22,2025-01-22,,Inactive,6,266.28,ΕΙΔΙΩΤ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2122,2163"
50873741957,0001,939457427,2022-10-16,2022-10-16,2023-10-16,2023-10-16,,Inactive,12,656.61,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133"
50873741957,0002,939457427,2022-10-16,2023-10-16,2024-10-16,2024-10-16,,Inactive,12,415.13,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3133,3144,3160"
56469655455,0001,665624698,2020-01-27,2020-01-27,2021-01-27,2021-01-27,,Inactive,3,633.76,ΕΙΔΙΩΤ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2110,2122"
56469655455,0002,665624698,2020-01-27,2021-01-27,2022-01-27,2022-01-27,,Inactive,12,268.29,ΕΙΔΙΩΤ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2122,2134"
64063378208,0001,693628990,2020-09-11,2020-09-11,2021-09-11,2021-09-11,,Inactive,12,463.84,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1102,1110,1121"
64063378208,0002,693628990,2020-09-11,2021-09-11,2022-09-11,2022-09-11,,Inactive,12,229.68,ΦΚΑΤΚ,ΠΥΡΟΣ,"1104,1121"
64063378208,0003,693628990,2020-09-11,2022-09-11,2023-09-11,2023-09-11,,Inactive,6,861.78,ΦΚΑΤΚ,ΠΥΡΟΣ,"1102,1110"
64063378208,0004,693628990,2020-09-11,2023-09-11,2024-09-11,2024-09-11,2024-09-11,Inactive,12,285.11,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1121,1150"
39287354683,0001,738705707,2022-08-30,2022-08-30,2023-08-30,2023-08-30,,Inactive,1,350.31,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1121,1150,1162"
39287354683,0002,738705707,2022-08-30,2023-08-30,2024-08-30,2024-08-30,,Inactive,12,666.93,ΕΦΑΡΜ,ΠΥΡΟΣ,"1102,1121,1150"
39287354683,0003,738705707,2022-08-30,2024-08-30,2025-08-30,2025-08-30,,Inactive,12,737.62,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1121,1133"
39287354683,0004,738705707,2022-08-30,2025-08-30,2026-08-30,2026-08-30,,Inactive,1,739.85,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1145"
39287354683,0005,738705707,2022-08-30,2026-08-30,2027-08-30,2027-08-30,,Active,12,562.07,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1102,1162"
12446809134,0001,152898511,2022-03-27,2022-03-27,2023-03-27,2023-03-27,,Inactive,12,1075.41,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120,3152,3160"
12446809134,0002,152898511,2022-03-27,2023-03-27,2024-03-27,2024-03-27,,Inactive,6,345.38,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3111,3152"
12446809134,0003,152898511,2022-03-27,2024-03-27,2025-03-27,2025-03-27,,Inactive,3,1582.65,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3160"
67981900694,0001,541354068,2022-04-10,2022-04-10,2023-04-10,2023-04-10,,Inactive,12,670.13,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3133,3144,3160"
55377585409,0001,301474400,2021-04-20,2021-04-20,2022-04-20,2022-04-20,,Inactive,1,1070.54,ΦΕΜΠΟ,ΠΥΡΟΣ,"1145,1150"
55377585409,0002,301474400,2021-04-20,2022-04-20,2023-04-20,2023-04-20,,Inactive,3,537.26,ΦΕΜΠΟ,ΠΥΡΟΣ,"1110,1121,1133,1145"
55377585409,0003,301474400,2021-04-20,2023-04-20,2024-04-20,2024-04-20,,Inactive,12,272.39,ΦΕΜΠΟ,ΠΥΡΟΣ,"1101,1110"
63012153322,0001,582871450,2019-10-06,2019-10-06,2020-10-06,2020-10-06,,Inactive,12,676.02,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133,3160"
63012153322,0002,582871450,2019-10-06,2020-10-06,2021-10-06,2021-10-06,,Inactive,3,197.73,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120,3144,3160"
12628382157,0001,282595586,2021-07-22,2021-07-22,2022-07-22,2022-07-22,,Inactive,12,281.34,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1150,1162"
12628382157,0002,282595586,2021-07-22,2022-07-22,2023-07-22,2023-07-22,2023-07-22,Inactive,3,758.20,ΦΚΑΤΚ,ΠΥΡΟΣ,"1121,1133,1162"
33439351190,0001,841033420,2020-05-18,2020-05-18,2021-05-18,2021-05-18,,Inactive,3,319.76,ΦΕΜΠΟ,ΠΥΡΟΣ,"1104,1110,1150,1162"
51438479716,0001,329645892,2023-04-03,2023-04-03,2024-04-03,2024-04-03,,Inactive,1,324.79,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2151,2163"
51438479716,0002,329645892,2023-04-03,2024-04-03,2025-04-03,2025-04-03,,Inactive,12,226.84,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2105,2122,2163"
12114683149,0001,260520463,2021-08-05,2021-08-05,2022-08-05,2022-08-05,,Inactive,1,843.55,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1110,1121,1162"
12114683149,0002,260520463,2021-08-05,2022-08-05,2023-08-05,2023-08-05,,Inactive,1,562.66,ΦΚΑΤΚ,ΠΥΡΟΣ,"1110,1145"
12114683149,0003,260520463,2021-08-05,2023-08-05,2024-08-05,2024-08-05,,Inactive,6,707.82,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1102,1145"
12114683149,0004,260520463,2021-08-05,2024-08-05,2025-08-05,2025-08-05,,Inactive,12,964.69,ΦΚΑΤΚ,ΠΥΡΟΣ,"1110,1162"
82998192886,0001,420261752,2022-12-13,2022-12-13,2023-12-13,2023-12-13,,Inactive,12,678.73,ΕΦΑΡΜ,ΠΥΡΟΣ,"1110,1145"
82998192886,0002,420261752,2022-12-13,2023-12-13,2024-12-13,2024-12-13,,Inactive,3,156.59,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1110,1150"
82998192886,0003,420261752,2022-12-13,2024-12-13,2025-12-13,2025-12-13,,Inactive,3,448.10,ΕΦΑΡΜ,ΠΥΡΟΣ,"1104,1145,1162"
82998192886,0004,420261752,2022-12-13,2025-12-13,2026-12-13,2026-12-13,2026-12-13,Inactive,1,295.62,ΕΦΑΡΜ,ΠΥΡΟΣ,"1102,1104,1133"
29460683316,0001,408111325,2022-06-26,2022-06-26,2023-06-26,2023-06-26,,Inactive,1,1123.96,ΦΕΜΠΟ,ΠΥΡΟΣ,"1110,1162"
29460683316,0002,408111325,2022-06-26,2023-06-26,2024-06-26,2024-06-26,,Inactive,6,341.99,ΦΕΜΠΟ,ΠΥΡΟΣ,"1101,1110,1145"
29460683316,0003,408111325,2022-06-26,2024-06-26,2025-06-26,2025-06-26,,Inactive,12,339.55,ΦΕΜΠΟ,ΠΥΡΟΣ,"1104,1110,1121"
29460683316,0004,408111325,2022-06-26,2025-06-26,2026-06-26,2026-06-26,,Active,12,360.34,ΦΕΜΠΟ,ΠΥΡΟΣ,"1121,1150,1162"
11369661103,0001,854702570,2020-09-27,2020-09-27,2021-09-27,2021-09-27,,Inactive,12,289.77,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3160"
11369661103,0002,854702570,2020-09-27,2021-09-27,2022-09-27,2022-09-27,,Inactive,3,552.60,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3160"
11369661103,0003,854702570,2020-09-27,2022-09-27,2023-09-27,2023-09-27,,Inactive,12,815.62,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3120,3144,3160"
13539402260,0001,551890301,2020-09-09,2020-09-09,2021-09-09,2021-09-09,,Inactive,12,697.57,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1110,1145,1150"
13539402260,0002,551890301,2020-09-09,2021-09-09,2022-09-09,2022-09-09,,Inactive,12,1020.65,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1102,1133,1150"
13539402260,0003,551890301,2020-09-09,2022-09-09,2023-09-09,2023-09-09,,Inactive,3,557.73,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1133"
98331606992,0001,972654682,2023-08-03,2023-08-03,2024-08-03,2024-08-03,,Inactive,12,549.85,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102"
98331606992,0002,972654682,2023-08-03,2024-08-03,2025-08-03,2025-08-03,,Inactive,6,652.22,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3133"
98331606992,0003,972654682,2023-08-03,2025-08-03,2026-08-03,2026-08-03,,Inactive,6,222.36,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3111,3133"
98331606992,0004,972654682,2023-08-03,2026-08-03,2027-08-03,2027-08-03,,Active,1,166.07,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3152,3160"
12455687609,0001,109188706,2020-08-19,2020-08-19,2021-08-19,2021-08-19,,Inactive,3,240.07,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3152"
12455687609,0002,109188706,2020-08-19,2021-08-19,2022-08-19,2022-08-19,,Inactive,12,234.90,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3144,3152"
96865713537,0001,265282150,2021-10-26,2021-10-26,2022-10-26,2022-10-26,,Inactive,6,876.23,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1110,1150"
96865713537,0002,265282150,2021-10-26,2022-10-26,2023-10-26,2023-10-26,,Inactive,12,1380.84,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1104"
96865713537,0003,265282150,2021-10-26,2023-10-26,2024-10-26,2024-10-26,,Inactive,12,605.99,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1110,1121,1162"
96865713537,0004,265282150,2021-10-26,2024-10-26,2025-10-26,2025-10-26,,Inactive,12,1437.98,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1104,1121"
24474363682,0001,950473765,2022-05-07,2022-05-07,2023-05-07,2023-05-07,,Inactive,12,214.48,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3133,3160"
24474363682,0002,950473765,2022-05-07,2023-05-07,2024-05-07,2024-05-07,,Inactive,12,892.49,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3152"
24474363682,0003,950473765,2022-05-07,2024-05-07,2025-05-07,2025-05-07,,Inactive,6,843.95,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3144,3160"
24474363682,0004,950473765,2022-05-07,2025-05-07,2026-05-07,2026-05-07,2026-05-07,Inactive,6,925.32,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3133,3152"
22182487395,0001,789441564,2023-01-31,2023-01-31,2024-01-31,2024-01-31,,Inactive,6,343.53,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133,3144"
22182487395,0002,789441564,2023-01-31,2024-01-31,2025-01-31,2025-01-31,,Inactive,1,1558.49,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3111,3144"
22182487395,0003,789441564,2023-01-31,2025-01-31,2026-01-31,2026-01-31,,Inactive,1,1621.99,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133,3160"
22182487395,0004,789441564,2023-01-31,2026-01-31,2027-01-31,2027-01-31,2027-01-31,Inactive,6,538.12,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3144"
91654048501,0001,855177337,2020-02-23,2020-02-23,2021-02-23,2021-02-23,,Inactive,1,138.22,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3160"
95497258782,0001,880391509,2023-04-26,2023-04-26,2024-04-26,2024-04-26,,Inactive,12,208.80,ΦΚΑΤΚ,ΠΥΡΟΣ,"1102,1145,1150"
95497258782,0002,880391509,2023-04-26,2024-04-26,2025-04-26,2025-04-26,,Inactive,3,469.02,ΦΚΑΤΚ,ΠΥΡΟΣ,"1102,1104,1121,1133"
95497258782,0003,880391509,2023-04-26,2025-04-26,2026-04-26,2026-04-26,,Active,12,336.87,ΦΚΑΤΚ,ΠΥΡΟΣ,"1104,1110,1145,1162"
84262274818,0001,185235770,2019-01-10,2019-01-10,2020-01-10,2020-01-10,,Inactive,12,687.55,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3152"
84262274818,0002,185235770,2019-01-10,2020-01-10,2021-01-10,2021-01-10,,Inactive,12,601.64,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3120,3144,3160"
61563704539,0001,385865450,2021-12-09,2021-12-09,2022-12-09,2022-12-09,,Inactive,12,682.92,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3133"
61563704539,0002,385865450,2021-12-09,2022-12-09,2023-12-09,2023-12-09,,Inactive,1,1350.03,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3133,3144"
61563704539,0003,385865450,2021-12-09,2023-12-09,2024-12-09,2024-12-09,,Inactive,1,963.31,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3144"
61563704539,0004,385865450,2021-12-09,2024-12-09,2025-12-09,2025-12-09,,Inactive,12,1426.81,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3144"
95096640075,0001,216511926,2025-07-03,2025-07-03,2026-07-03,2026-07-03,,Inactive,6,670.10,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3160"
95096640075,0002,216511926,2025-07-03,2026-07-03,2027-07-03,2027-07-03,,Active,12,203.46,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3120,3144,3160"
73586350671,0001,780966517,2021-08-03,2021-08-03,2022-08-03,2022-08-03,,Inactive,12,1318.33,ΕΚΑΤΑ,ΠΥΡΟΣ,"1102,1104,1133,1145"
73586350671,0002,780966517,2021-08-03,2022-08-03,2023-08-03,2023-08-03,,Inactive,12,1349.32,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1162"
73586350671,0003,780966517,2021-08-03,2023-08-03,2024-08-03,2024-08-03,,Inactive,6,416.48,ΕΚΑΤΑ,ΠΥΡΟΣ,"1101,1102,1150,1162"
84272202111,0001,272388519,2022-07-05,2022-07-05,2023-07-05,2023-07-05,,Inactive,12,711.52,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2134,2140,2151"
84272202111,0002,272388519,2022-07-05,2023-07-05,2024-07-05,2024-07-05,2024-07-05,Inactive,12,665.01,ΕΦΑΡΜ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2105,2122,2140"
98419467523,0001,789709595,2019-03-11,2019-03-11,2020-03-11,2020-03-11,,Inactive,12,418.12,ΕΦΑΡΜ,ΠΥΡΟΣ,"1101,1102,1110,1162"
53024538829,0001,985806555,2020-02-04,2020-02-04,2021-02-04,2021-02-04,,Inactive,6,643.05,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3133,3144,3152"
53024538829,0002,985806555,2020-02-04,2021-02-04,2022-02-04,2022-02-04,,Inactive,12,575.69,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111,3152,3160"
53024538829,0003,985806555,2020-02-04,2022-02-04,2023-02-04,2023-02-04,,Inactive,12,437.12,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3144,3160"
53024538829,0004,985806555,2020-02-04,2023-02-04,2024-02-04,2024-02-04,,Inactive,3,370.89,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3144,3160"
53024538829,0005,985806555,2020-02-04,2024-02-04,2025-02-04,2025-02-04,2025-02-04,Inactive,3,739.36,ΦΚΑΤΚ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3152,3160"
59847843742,0001,797992671,2021-07-30,2021-07-30,2022-07-30,2022-07-30,,Inactive,3,1240.12,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3144"
59847843742,0002,797992671,2021-07-30,2022-07-30,2023-07-30,2023-07-30,,Inactive,12,896.34,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120,3133,3144"
59847843742,0003,797992671,2021-07-30,2023-07-30,2024-07-30,2024-07-30,,Inactive,6,1632.27,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3152,3160"
59847843742,0004,797992671,2021-07-30,2024-07-30,2025-07-30,2025-07-30,,Inactive,3,1512.86,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3111,3120,3160"
59847843742,0005,797992671,2021-07-30,2025-07-30,2026-07-30,2026-07-30,,Active,1,1307.72,ΕΚΑΤΑ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3152"
80235490027,0001,676833444,2021-06-30,2021-06-30,2022-06-30,2022-06-30,,Inactive,1,751.02,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1102,1150"
30479601646,0001,909068478,2024-06-08,2024-06-08,2025-06-08,2025-06-08,,Inactive,6,224.09,ΦΚΑΤΚ,ΠΥΡΟΣ,"1101,1110,1133"
30479601646,0002,909068478,2024-06-08,2025-06-08,2026-06-08,2026-06-08,,Active,12,688.39,ΦΚΑΤΚ,ΠΥΡΟΣ,"1102,1104,1133"
67964130981,0001,223748478,2020-05-20,2020-05-20,2021-05-20,2021-05-20,,Inactive,3,444.71,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3120,3152"
67964130981,0002,223748478,2020-05-20,2021-05-20,2022-05-20,2022-05-20,,Inactive,6,399.41,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3102,3133"
67964130981,0003,223748478,2020-05-20,2022-05-20,2023-05-20,2023-05-20,,Inactive,1,190.48,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3120,3152,3160"
67964130981,0004,223748478,2020-05-20,2023-05-20,2024-05-20,2024-05-20,,Inactive,12,122.82,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3111,3144,3160"
72183134697,0001,975094174,2024-04-09,2024-04-09,2025-04-09,2025-04-09,,Inactive,1,478.60,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2105"
38664446852,0001,711815154,2021-12-14,2021-12-14,2022-12-14,2022-12-14,,Inactive,3,182.06,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2140,2151,2163"
38664446852,0002,711815154,2021-12-14,2022-12-14,2023-12-14,2023-12-14,,Inactive,1,144.40,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2140,2151"
38664446852,0003,711815154,2021-12-14,2023-12-14,2024-12-14,2024-12-14,,Inactive,1,332.78,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2110,2134,2163"
38664446852,0004,711815154,2021-12-14,2024-12-14,2025-12-14,2025-12-14,,Inactive,1,335.79,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2151"
38664446852,0005,711815154,2021-12-14,2025-12-14,2026-12-14,2026-12-14,,Active,3,323.72,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2122,2134,2140"
16296649486,0001,144802442,2024-08-03,2024-08-03,2025-08-03,2025-08-03,,Inactive,6,1280.53,ΦΕΜΠΟ,ΠΥΡΟΣ,"1102,1145"
16296649486,0002,144802442,2024-08-03,2025-08-03,2026-08-03,2026-08-03,,Active,6,945.64,ΦΕΜΠΟ,ΠΥΡΟΣ,"1102,1133,1162"
33675233079,0001,499290425,2020-03-14,2020-03-14,2021-03-14,2021-03-14,,Inactive,1,580.82,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3101,3120,3144"
33675233079,0002,499290425,2020-03-14,2021-03-14,2022-03-14,2022-03-14,,Inactive,12,268.77,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3102,3160"
33675233079,0003,499290425,2020-03-14,2022-03-14,2023-03-14,2023-03-14,,Inactive,12,430.60,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3133"
33675233079,0004,499290425,2020-03-14,2023-03-14,2024-03-14,2024-03-14,,Inactive,3,673.06,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3120,3160"
33675233079,0005,499290425,2020-03-14,2024-03-14,2025-03-14,2025-03-14,2025-03-14,Inactive,3,322.07,ΕΙΔΙΩΤ,ΑΣΤΙΚΗ ΕΥΘΥΝΗ,"3111,3152"
24751247300,0001,852386960,2020-03-04,2020-03-04,2021-03-04,2021-03-04,,Inactive,12,260.78,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2101,2110,2140,2151"
24751247300,0002,852386960,2020-03-04,2021-03-04,2022-03-04,2022-03-04,,Inactive,1,123.75,ΠΠΡΟΣ,ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ,"2110,2140,2151,2163"
